"County","FIPS","Prevalent Count"
"Atlantic County","34001","7,974"
"Bergen County","34003","18,211"
"Burlington County","34005","10,285"
"Camden County","34007","13,533"
"Cape May County","34009","2,007"
"Cumberland County","34011","4,079"
"Essex County","34013","26,688"
"Gloucester County","34015","5,253"
"Hudson County","34017","13,802"
"Hunterdon County","34019","1,609"
"Mercer County","34021","8,877"
"Middlesex County","34023","16,650"
"Monmouth County","34025","13,356"
"Morris County","34027","7,934"
"Ocean County","34029","12,070"
"Passaic County","34031","12,070"
"Salem County","34033","1,469"
"Somerset County","34035","5,845"
"Sussex County","34037","2,183"
"Union County","34039","11,617"
"Unknown","34999","110"
"Warren County","34041","1,504"
