"County","FIPS","Prevalent Count"
"Carson City","32510","971"
"Churchill County","32001","559"
"Clark County","32003","42,383"
"Douglas County","32005","594"
"Elko County","32007","699"
"Esmeralda County","32009","13"
"Eureka County","32011","23"
"Humboldt County","32013","250"
"Lander County","32015","19"
"Lincoln County","32017","208"
"Lyon County","32019","938"
"Mineral County","32021","77"
"Nye County","32023","910"
"Pershing County","32027","56"
"Storey County","32029","255"
"Unknown","32999","14"
"Washoe County","32031","7,395"
"White Pine County","32033","81"
